time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2024-03-31 03:00,19071.325,18834.014,0.000,0.000,179,103,22
2024-03-31 03:15,19071.375,18834.014,0.000,0.000,245,296,23
2024-03-31 03:30,19071.465,18834.014,0.000,0.000,107,311,23
2024-03-31 03:45,19071.522,18834.014,0.000,0.000,104,177,23
2024-03-31 04:00,19071.581,18834.014,0.000,0.000,118,85,23
2024-03-31 04:15,19071.629,18834.014,0.000,0.000,118,135,23
2024-03-31 04:30,19071.690,18834.014,0.000,0.000,85,173,23
2024-03-31 04:45,19071.737,18834.014,0.000,0.000,95,154,22
2024-03-31 05:00,19071.782,18834.014,0.000,0.000,95,158,22
2024-03-31 05:15,19071.837,18834.014,0.000,0.000,106,186,22
2024-03-31 05:30,19071.888,18834.014,0.000,0.000,93,143,22
2024-03-31 05:45,19071.939,18834.014,0.000,0.000,112,96,23
2024-03-31 06:00,19071.990,18834.014,0.000,0.000,254,370,22
2024-03-31 06:15,19072.064,18834.014,0.000,0.000,277,127,23
2024-03-31 06:30,19072.155,18834.014,0.000,0.000,101,333,22
2024-03-31 06:45,19072.203,18834.014,0.000,0.000,136,98,22
2024-03-31 07:00,19072.255,18834.014,0.000,0.000,119,207,22
2024-03-31 07:15,19072.319,18834.014,0.000,0.000,124,194,22
2024-03-31 07:30,19072.383,18834.014,0.000,0.000,146,173,22
2024-03-31 07:45,19072.447,18834.014,0.000,0.000,95,301,23
2024-03-31 08:00,19072.488,18834.014,0.000,0.000,86,94,23
2024-03-31 08:15,19072.522,18834.014,0.000,0.000,107,313,22
2024-03-31 08:30,19072.585,18834.014,0.000,0.000,90,124,23
2024-03-31 08:45,19072.631,18834.014,0.000,0.000,85,427,23
2024-03-31 09:00,19072.693,18834.014,0.000,0.000,101,137,23
2024-03-31 09:15,19072.740,18834.014,0.000,0.000,68,377,23
2024-03-31 09:30,19072.795,18834.014,0.000,0.000,85,346,23
2024-03-31 09:45,19072.849,18834.014,0.000,0.000,122,381,23
2024-03-31 10:00,19072.928,18834.014,0.000,0.000,126,180,23
2024-03-31 10:15,19073.001,18834.014,0.000,0.000,73,1753,23
2024-03-31 10:30,19073.194,18834.014,0.000,0.000,854,1253,23
2024-03-31 10:45,19073.484,18834.014,0.000,0.000,784,519,23
2024-03-31 11:00,19073.656,18834.014,0.000,0.000,1243,589,23
2024-03-31 11:15,19073.956,18834.014,0.000,0.000,1943,458,23
2024-03-31 11:30,19074.427,18834.014,0.000,0.000,2591,195,24
2024-03-31 11:45,19074.827,18834.014,0.000,0.000,563,116,42
2024-03-31 12:00,19074.989,18834.014,0.000,0.000,511,195,34
2024-03-31 12:15,19075.133,18834.014,0.000,0.000,447,232,27
2024-03-31 12:30,19075.274,18834.014,0.000,0.000,360,230,23
2024-03-31 12:45,19075.403,18834.014,0.000,0.000,334,100,23
2024-03-31 13:00,19075.517,18834.014,0.000,0.000,754,160,23
2024-03-31 13:15,19075.670,18834.014,0.000,0.000,569,186,23
2024-03-31 13:30,19075.783,18834.014,0.000,0.000,121,119,23
2024-03-31 13:45,19075.851,18834.014,0.000,0.000,118,195,201
2024-03-31 14:00,19075.932,18834.014,0.000,0.000,565,211,23
2024-03-31 14:15,19076.079,18834.014,0.000,0.000,137,436,23
2024-03-31 14:30,19076.195,18834.014,0.000,0.000,139,943,23
2024-03-31 14:45,19076.313,18834.014,0.000,0.000,1655,190,24
2024-03-31 15:00,19076.639,18834.014,0.000,0.000,922,1052,23
2024-03-31 15:15,19076.914,18834.014,0.000,0.000,192,879,23
2024-03-31 15:30,19077.064,18834.014,0.000,0.000,162,2733,23
2024-03-31 15:45,19077.537,18834.014,0.000,0.000,165,1841,23
2024-03-31 16:00,19077.830,18834.014,0.000,0.000,110,665,28
2024-03-31 16:15,19077.978,18834.014,0.000,0.000,93,1157,32
2024-03-31 16:30,19078.218,18834.014,0.000,0.000,135,2555,30
2024-03-31 16:45,19078.771,18834.014,0.000,0.000,140,786,23
2024-03-31 17:00,19078.958,18834.014,0.000,0.000,121,662,23
2024-03-31 17:15,19079.109,18834.014,0.000,0.000,134,465,23
2024-03-31 17:30,19079.261,18834.014,0.000,0.000,117,476,23
2024-03-31 17:45,19079.388,18834.014,0.000,0.000,106,617,23
2024-03-31 18:00,19079.535,18834.014,0.000,0.000,161,435,23
2024-03-31 18:15,19079.677,18834.014,0.000,0.000,162,688,23
2024-03-31 18:30,19079.835,18834.014,0.000,0.000,445,382,23
2024-03-31 18:45,19080.005,18834.014,0.000,0.000,2362,502,23
2024-03-31 19:00,19080.635,18834.014,0.000,0.000,1461,448,30
2024-03-31 19:15,19081.045,18834.014,0.000,0.000,1411,459,31
2024-03-31 19:30,19081.446,18834.014,0.000,0.000,677,255,23
2024-03-31 19:45,19081.565,18834.014,0.000,0.000,190,197,23
2024-03-31 20:00,19081.663,18834.014,0.000,0.000,163,121,22
2024-03-31 20:15,19081.735,18834.014,0.000,0.000,174,214,22
2024-03-31 20:30,19081.845,18834.014,0.000,0.000,146,1930,23
2024-03-31 20:45,19082.199,18834.014,0.000,0.000,156,332,23
2024-03-31 21:00,19082.333,18834.014,0.000,0.000,296,478,23
2024-03-31 21:15,19082.502,18834.014,0.000,0.000,166,468,29
2024-03-31 21:30,19082.623,18834.014,0.000,0.000,169,204,23
2024-03-31 21:45,19082.723,18834.014,0.000,0.000,129,226,23
2024-03-31 22:00,19082.811,18834.014,0.000,0.000,146,199,45
2024-03-31 22:15,19082.934,18834.014,0.000,0.000,174,2533,43
2024-03-31 22:30,19083.301,18834.014,0.000,0.000,142,598,41
2024-03-31 22:45,19083.432,18834.014,0.000,0.000,149,1282,30
2024-03-31 23:00,19083.705,18834.014,0.000,0.000,133,2296,31
2024-03-31 23:15,19084.257,18834.014,0.000,0.000,114,244,30
2024-03-31 23:30,19084.358,18834.014,0.000,0.000,119,608,23
2024-03-31 23:45,19084.472,18834.014,0.000,0.000,154,288,23
2024-04-01 00:00,19084.590,18834.014,0.000,0.000,150,535,22
2024-04-01 00:15,19084.687,18834.014,0.000,0.000,89,284,23
2024-04-01 00:30,19084.749,18834.014,0.000,0.000,125,253,23
2024-04-01 00:45,19084.831,18834.014,0.000,0.000,143,508,23
2024-04-01 01:00,19084.924,18834.014,0.000,0.000,107,210,23
2024-04-01 01:15,19085.006,18834.014,0.000,0.000,110,170,23
2024-04-01 01:30,19085.068,18834.014,0.000,0.000,108,102,23
2024-04-01 01:45,19085.125,18834.014,0.000,0.000,81,102,23
2024-04-01 02:00,19085.180,18834.014,0.000,0.000,116,384,26
2024-04-01 02:15,19085.238,18834.014,0.000,0.000,138,112,25
2024-04-01 02:30,19085.298,18834.014,0.000,0.000,64,58,23
2024-04-01 02:45,19085.338,18834.014,0.000,0.000,61,51,23
2024-04-01 03:00,19085.375,18834.014,0.000,0.000,129,85,23
2024-04-01 03:15,19085.427,18834.014,0.000,0.000,114,80,22
2024-04-01 03:30,19085.484,18834.014,0.000,0.000,72,135,23
2024-04-01 03:45,19085.530,18834.014,0.000,0.000,102,85,23
2024-04-01 04:00,19085.586,18834.014,0.000,0.000,102,87,22
2024-04-01 04:15,19085.638,18834.014,0.000,0.000,101,355,23
2024-04-01 04:30,19085.692,18834.014,0.000,0.000,104,85,22
2024-04-01 04:45,19085.742,18834.014,0.000,0.000,106,384,22
2024-04-01 05:00,19085.797,18834.014,0.000,0.000,71,85,22
2024-04-01 05:15,19085.835,18834.014,0.000,0.000,108,87,22
2024-04-01 05:30,19085.889,18834.014,0.000,0.000,135,85,22
2024-04-01 05:45,19085.949,18834.014,0.000,0.000,72,80,22
2024-04-01 06:00,19085.991,18834.014,0.000,0.000,93,356,23
2024-04-01 06:15,19086.038,18834.014,0.000,0.000,136,123,23
2024-04-01 06:30,19086.093,18834.014,0.000,0.000,109,327,22
2024-04-01 06:45,19086.143,18834.014,0.000,0.000,78,85,22
2024-04-01 07:00,19086.188,18834.014,0.000,0.000,289,122,22
2024-04-01 07:15,19086.275,18834.014,0.000,0.000,310,81,22
2024-04-01 07:30,19086.363,18834.014,0.000,0.000,69,85,22
2024-04-01 07:45,19086.404,18834.014,0.000,0.000,168,325,22
2024-04-01 08:00,19086.471,18834.014,0.000,0.000,132,86,23
2024-04-01 08:15,19086.526,18834.014,0.000,0.000,119,119,23
2024-04-01 08:30,19086.587,18834.014,0.000,0.000,124,120,22
2024-04-01 08:45,19086.643,18834.014,0.000,0.000,151,85,22
2024-04-01 09:00,19086.707,18834.014,0.000,0.000,66,84,22
2024-04-01 09:15,19086.746,18834.014,0.000,0.000,113,84,22
2024-04-01 09:30,19086.798,18834.014,0.000,0.000,131,83,22
2024-04-01 09:45,19086.855,18834.014,0.000,0.000,68,113,23
2024-04-01 10:00,19086.908,18834.014,0.000,0.000,69,86,22
2024-04-01 10:15,19086.952,18834.014,0.000,0.000,99,135,23
2024-04-01 10:30,19087.014,18834.014,0.000,0.000,111,126,23
2024-04-01 10:45,19087.068,18834.014,0.000,0.000,84,122,23
2024-04-01 11:00,19087.123,18834.014,0.000,0.000,644,129,23
2024-04-01 11:15,19087.212,18834.014,0.000,0.000,98,122,23
2024-04-01 11:30,19087.267,18834.014,0.000,0.000,82,151,22
2024-04-01 11:45,19087.314,18834.014,0.000,0.000,142,173,177
2024-04-01 12:00,19087.410,18834.014,0.000,0.000,134,417,23
2024-04-01 12:15,19087.486,18834.014,0.000,0.000,88,116,22
2024-04-01 12:30,19087.542,18834.014,0.000,0.000,118,380,22
2024-04-01 12:45,19087.596,18834.014,0.000,0.000,120,123,23
2024-04-01 13:00,19087.668,18834.014,0.000,0.000,105,133,23
2024-04-01 13:15,19087.730,18834.014,0.000,0.000,101,134,23
2024-04-01 13:30,19087.783,18834.014,0.000,0.000,104,169,23
2024-04-01 13:45,19087.849,18834.014,0.000,0.000,87,118,23
2024-04-01 14:00,19087.901,18834.014,0.000,0.000,119,128,23
2024-04-01 14:15,19087.962,18834.014,0.000,0.000,120,124,23
2024-04-01 14:30,19088.026,18834.014,0.000,0.000,79,418,23
2024-04-01 14:45,19088.078,18834.014,0.000,0.000,56,145,23
2024-04-01 15:00,19088.126,18834.014,0.000,0.000,138,159,23
2024-04-01 15:15,19088.198,18834.014,0.000,0.000,140,120,23
2024-04-01 15:30,19088.258,18834.014,0.000,0.000,97,156,23
2024-04-01 15:45,19088.308,18834.014,0.000,0.000,106,142,23
2024-04-01 16:00,19088.370,18834.014,0.000,0.000,104,120,22
2024-04-01 16:15,19088.427,18834.014,0.000,0.000,95,124,23
2024-04-01 16:30,19088.489,18834.014,0.000,0.000,119,159,22
2024-04-01 16:45,19088.546,18834.014,0.000,0.000,105,403,23
2024-04-01 17:00,19088.610,18834.014,0.000,0.000,78,129,23
2024-04-01 17:15,19088.659,18834.014,0.000,0.000,2273,442,23
2024-04-01 17:30,19088.985,18834.014,0.000,0.000,2307,157,24
2024-04-01 17:45,19089.582,18834.014,0.000,0.000,2221,250,23
2024-04-01 18:00,19089.862,18834.014,0.000,0.000,421,556,23
2024-04-01 18:15,19090.024,18834.014,0.000,0.000,390,306,23
2024-04-01 18:30,19090.166,18834.014,0.000,0.000,1671,360,24
2024-04-01 18:45,19090.356,18834.014,0.000,0.000,954,137,23
2024-04-01 19:00,19090.486,18834.014,0.000,0.000,920,125,23
2024-04-01 19:15,19090.655,18834.014,0.000,0.000,299,310,23
2024-04-01 19:30,19090.788,18834.014,0.000,0.000,398,460,259
2024-04-01 19:45,19090.953,18834.014,0.000,0.000,320,273,23
2024-04-01 20:00,19091.081,18834.014,0.000,0.000,1731,265,23
2024-04-01 20:15,19091.524,18834.014,0.000,0.000,1844,819,23
2024-04-01 20:30,19092.009,18834.014,0.000,0.000,588,416,22
2024-04-01 20:45,19092.139,18834.014,0.000,0.000,159,326,22
2024-04-01 21:00,19092.259,18834.014,0.000,0.000,152,1981,22
2024-04-01 21:15,19092.475,18834.014,0.000,0.000,119,3683,22
2024-04-01 21:30,19093.126,18834.014,0.000,0.000,140,1758,23
2024-04-01 21:45,19093.384,18834.014,0.000,0.000,116,341,23
2024-04-01 22:00,19093.501,18834.014,0.000,0.000,101,702,23
2024-04-01 22:15,19093.678,18834.014,0.000,0.000,125,2261,33
2024-04-01 22:30,19094.248,18834.014,0.000,0.000,126,260,30
2024-04-01 22:45,19094.324,18834.014,0.000,0.000,75,227,34
2024-04-01 23:00,19094.391,18834.014,0.000,0.000,130,119,27
2024-04-01 23:15,19094.450,18834.014,0.000,0.000,139,168,23
2024-04-01 23:30,19094.524,18834.014,0.000,0.000,117,174,23
2024-04-01 23:45,19094.584,18834.014,0.000,0.000,111,151,23
2024-04-02 00:00,19094.642,18834.014,0.000,0.000,117,157,23
2024-04-02 00:15,19094.700,18834.014,0.000,0.000,115,204,25
2024-04-02 00:30,19094.766,18834.014,0.000,0.000,104,204,23
2024-04-02 00:45,19094.835,18834.014,0.000,0.000,134,99,23
2024-04-02 01:00,19094.903,18834.014,0.000,0.000,68,519,23
2024-04-02 01:15,19094.961,18834.014,0.000,0.000,65,204,23
2024-04-02 01:30,19095.016,18834.014,0.000,0.000,125,485,23
2024-04-02 01:45,19095.082,18834.014,0.000,0.000,106,137,22
2024-04-02 02:00,19095.132,18834.014,0.000,0.000,84,135,22
2024-04-02 02:15,19095.188,18834.014,0.000,0.000,77,194,23
2024-04-02 02:30,19095.252,18834.014,0.000,0.000,100,124,23
2024-04-02 02:45,19095.293,18834.014,0.000,0.000,95,230,22
2024-04-02 03:00,19095.341,18834.014,0.000,0.000,139,266,23
2024-04-02 03:15,19095.407,18834.014,0.000,0.000,110,180,22
2024-04-02 03:30,19095.470,18834.014,0.000,0.000,56,200,22
2024-04-02 03:45,19095.511,18834.014,0.000,0.000,104,49,23
2024-04-02 04:00,19095.560,18834.014,0.000,0.000,124,185,23
2024-04-02 04:15,19095.612,18834.014,0.000,0.000,102,166,23
2024-04-02 04:30,19095.671,18834.014,0.000,0.000,93,129,23
2024-04-02 04:45,19095.714,18834.014,0.000,0.000,101,177,22
2024-04-02 05:00,19095.765,18834.014,0.000,0.000,76,183,22
2024-04-02 05:15,19095.816,18834.014,0.000,0.000,87,112,22
2024-04-02 05:30,19095.862,18834.014,0.000,0.000,129,181,22
2024-04-02 05:45,19095.922,18834.014,0.000,0.000,70,139,23
2024-04-02 06:00,19095.963,18834.014,0.000,0.000,64,138,22
2024-04-02 06:15,19096.011,18834.014,0.000,0.000,111,149,22
2024-04-02 06:30,19096.068,18834.014,0.000,0.000,119,436,22
2024-04-02 06:45,19096.130,18834.014,0.000,0.000,71,179,22
2024-04-02 07:00,19096.171,18834.017,0.000,0.000,101,457,22
2024-04-02 07:15,19096.171,18834.064,0.000,0.000,83,128,22
2024-04-02 07:30,19096.171,18834.106,0.000,0.000,91,202,30
2024-04-02 07:45,19096.171,18834.165,0.000,0.000,128,412,30
2024-04-02 08:00,19096.171,18834.251,0.000,0.000,122,376,22
2024-04-02 08:15,19096.171,18834.326,0.000,0.000,105,380,23
2024-04-02 08:30,19096.171,18834.409,0.000,0.000,288,819,22
2024-04-02 08:45,19096.171,18834.606,0.000,0.000,268,421,23
2024-04-02 09:00,19096.171,18834.730,0.000,0.000,123,438,22
2024-04-02 09:15,19096.171,18834.831,0.000,0.000,138,115,23
2024-04-02 09:30,19096.171,18834.904,0.000,0.000,133,206,22
2024-04-02 09:45,19096.171,18834.994,0.000,0.000,145,186,23
2024-04-02 10:00,19096.171,18835.079,0.000,0.000,481,299,23
2024-04-02 10:15,19096.171,18835.234,0.000,0.000,306,250,23
2024-04-02 10:30,19096.171,18835.328,0.000,0.000,100,163,23
2024-04-02 10:45,19096.171,18835.393,0.000,0.000,290,368,23
2024-04-02 11:00,19096.171,18835.511,0.000,0.000,256,425,33
2024-04-02 11:15,19096.171,18835.580,0.000,0.000,122,212,26
2024-04-02 11:30,19096.171,18835.644,0.000,0.000,150,206,23
2024-04-02 11:45,19096.171,18835.727,0.000,0.000,127,207,22
2024-04-02 12:00,19096.171,18835.799,0.000,0.000,108,136,22
2024-04-02 12:15,19096.171,18835.857,0.000,0.000,138,204,23
2024-04-02 12:30,19096.171,18835.927,0.000,0.000,86,157,23
2024-04-02 12:45,19096.171,18835.990,0.000,0.000,39,173,22
2024-04-02 13:00,19096.171,18836.036,0.000,0.000,126,176,22
2024-04-02 13:15,19096.171,18836.101,0.000,0.000,365,233,23
2024-04-02 13:30,19096.171,18836.219,0.000,0.000,84,231,22
2024-04-02 13:45,19096.171,18836.284,0.000,0.000,96,111,22
2024-04-02 14:00,19096.171,18836.335,0.000,0.000,80,196,41
2024-04-02 14:15,19096.171,18836.398,0.000,0.000,88,233,31
2024-04-02 14:30,19096.171,18836.462,0.000,0.000,114,495,23
2024-04-02 14:45,19096.171,18836.527,0.000,0.000,102,178,23
2024-04-02 15:00,19096.171,18836.587,0.000,0.000,39,195,22
2024-04-02 15:15,19096.171,18836.641,0.000,0.000,56,254,23
2024-04-02 15:30,19096.171,18836.701,0.000,0.000,121,233,23
2024-04-02 15:45,19096.171,18836.768,0.000,0.000,99,197,23
2024-04-02 16:00,19096.171,18836.840,0.000,0.000,121,234,23
2024-04-02 16:15,19096.171,18836.906,0.000,0.000,110,166,23
2024-04-02 16:30,19096.171,18836.970,0.000,0.000,111,222,23
2024-04-02 16:45,19096.171,18837.045,0.000,0.000,140,216,30
2024-04-02 17:00,19096.171,18837.134,0.000,0.000,439,156,28
2024-04-02 17:15,19096.171,18837.216,0.000,0.000,423,256,34
2024-04-02 17:30,19096.171,18837.342,0.000,0.000,1681,2158,32
2024-04-02 17:45,19096.171,18837.865,0.000,0.000,584,491,30
2024-04-02 18:00,19096.171,18838.013,0.000,0.000,678,535,26
2024-04-02 18:15,19096.171,18838.169,0.000,0.000,108,991,328
2024-04-02 18:30,19096.171,18838.407,0.000,0.000,105,935,23
2024-04-02 18:45,19096.171,18838.564,0.000,0.000,104,670,23
2024-04-02 19:00,19096.171,18838.714,0.000,0.000,100,505,23
2024-04-02 19:15,19096.171,18838.866,0.000,0.000,100,406,23
2024-04-02 19:30,19096.171,18838.995,0.000,0.000,105,513,23
2024-04-02 19:45,19096.171,18839.148,0.000,0.000,73,778,23
2024-04-02 20:00,19096.171,18839.279,0.000,0.000,56,416,23
2024-04-02 20:15,19096.171,18839.393,0.000,0.000,133,541,22
2024-04-02 20:30,19096.171,18839.501,0.000,0.000,131,240,22
2024-04-02 20:45,19096.171,18839.585,0.000,0.000,124,417,23
2024-04-02 21:00,19096.171,18839.700,0.000,0.000,493,268,23
2024-04-02 21:15,19096.171,18839.840,0.000,0.000,113,508,23
2024-04-02 21:30,19096.171,18839.945,0.000,0.000,101,497,24
2024-04-02 21:45,19096.171,18840.036,0.000,0.000,116,2242,58
2024-04-02 22:00,19096.171,18840.351,0.000,0.000,138,2227,52
2024-04-02 22:15,19096.171,18840.653,0.000,0.000,98,872,45
2024-04-02 22:30,19096.171,18840.759,0.000,0.000,119,1472,23
2024-04-02 22:45,19096.171,18840.973,0.000,0.000,135,2583,22
2024-04-02 23:00,19096.174,18841.475,0.000,0.000,91,201,23
2024-04-02 23:15,19096.245,18841.475,0.000,0.000,74,481,23
2024-04-02 23:30,19096.314,18841.475,0.000,0.000,103,209,41
2024-04-02 23:45,19096.395,18841.475,0.000,0.000,108,175,30
2024-04-03 00:00,19096.463,18841.475,0.000,0.000,105,168,22
2024-04-03 00:15,19096.531,18841.475,0.000,0.000,296,116,23
2024-04-03 00:30,19096.602,18841.475,0.000,0.000,309,163,23
2024-04-03 00:45,19096.720,18841.475,0.000,0.000,113,91,22
2024-04-03 01:00,19096.773,18841.475,0.000,0.000,154,115,22
2024-04-03 01:15,19096.834,18841.475,0.000,0.000,157,143,23
2024-04-03 01:30,19096.906,18841.475,0.000,0.000,126,78,23
2024-04-03 01:45,19096.957,18841.475,0.000,0.000,116,72,22
2024-04-03 02:00,19097.010,18841.475,0.000,0.000,149,129,22
2024-04-03 02:15,19097.071,18841.475,0.000,0.000,61,443,22
2024-04-03 02:30,19097.117,18841.475,0.000,0.000,90,62,22
2024-04-03 02:45,19097.149,18841.475,0.000,0.000,133,73,23
2024-04-03 03:00,19097.196,18841.475,0.000,0.000,108,75,23
2024-04-03 03:15,19097.239,18841.475,0.000,0.000,74,64,22
2024-04-03 03:30,19097.272,18841.475,0.000,0.000,97,335,22
2024-04-03 03:45,19097.322,18841.475,0.000,0.000,85,65,23
2024-04-03 04:00,19097.362,18841.475,0.000,0.000,109,352,22
2024-04-03 04:15,19097.404,18841.475,0.000,0.000,113,68,22
2024-04-03 04:30,19097.447,18841.475,0.000,0.000,98,60,22
2024-04-03 04:45,19097.493,18841.475,0.000,0.000,63,63,23
2024-04-03 05:00,19097.525,18841.475,0.000,0.000,99,92,22
2024-04-03 05:15,19097.576,18841.475,0.000,0.000,108,68,22
2024-04-03 05:30,19097.618,18841.475,0.000,0.000,81,102,22
2024-04-03 05:45,19097.660,18841.475,0.000,0.000,66,125,22
2024-04-03 06:00,19097.695,18841.475,0.000,0.000,112,65,22
2024-04-03 06:15,19097.747,18841.475,0.000,0.000,112,62,22
2024-04-03 06:30,19097.787,18841.475,0.000,0.000,104,144,25
2024-04-03 06:45,19097.847,18841.475,0.000,0.000,115,1247,184
2024-04-03 07:00,19098.045,18841.479,0.000,0.000,127,173,22
2024-04-03 07:15,19098.045,18841.570,0.000,0.000,189,464,22
2024-04-03 07:30,19098.045,18841.665,0.000,0.000,337,416,22
2024-04-03 07:45,19098.045,18841.775,0.000,0.000,146,128,23
2024-04-03 08:00,19098.045,18841.846,0.000,0.000,989,102,23
2024-04-03 08:15,19098.045,18842.014,0.000,0.000,1906,100,23
2024-04-03 08:30,19098.045,18842.409,0.000,0.000,813,126,32
2024-04-03 08:45,19098.045,18842.685,0.000,0.000,644,104,30
2024-04-03 09:00,19098.045,18842.801,0.000,0.000,79,94,23
2024-04-03 09:15,19098.045,18842.849,0.000,0.000,95,100,22
2024-04-03 09:30,19098.045,18842.906,0.000,0.000,131,379,22
2024-04-03 09:45,19098.045,18842.964,0.000,0.000,95,138,23
2024-04-03 10:00,19098.045,18843.011,0.000,0.000,112,398,22
2024-04-03 10:15,19098.045,18843.069,0.000,0.000,105,85,22
2024-04-03 10:30,19098.045,18843.113,0.000,0.000,94,394,22
2024-04-03 10:45,19098.045,18843.166,0.000,0.000,151,122,23
2024-04-03 11:00,19098.045,18843.234,0.000,0.000,161,79,22
2024-04-03 11:15,19098.045,18843.293,0.000,0.000,66,147,22
2024-04-03 11:30,19098.045,18843.333,0.000,0.000,115,65,23
2024-04-03 11:45,19098.045,18843.383,0.000,0.000,131,67,23
2024-04-03 12:00,19098.045,18843.431,0.000,0.000,93,108,23
2024-04-03 12:15,19098.045,18843.483,0.000,0.000,70,62,23
2024-04-03 12:30,19098.045,18843.520,0.000,0.000,97,115,22
2024-04-03 12:45,19098.045,18843.575,0.000,0.000,71,67,22
2024-04-03 13:00,19098.045,18843.614,0.000,0.000,87,100,23
2024-04-03 13:15,19098.045,18843.664,0.000,0.000,123,95,22
2024-04-03 13:30,19098.045,18843.713,0.000,0.000,258,364,22
2024-04-03 13:45,19098.045,18843.797,0.000,0.000,638,1058,23
2024-04-03 14:00,19098.045,18843.972,0.000,0.000,120,407,23
2024-04-03 14:15,19098.045,18844.054,0.000,0.000,165,418,23
2024-04-03 14:30,19098.045,18844.147,0.000,0.000,144,450,22
2024-04-03 14:45,19098.045,18844.245,0.000,0.000,185,477,23
2024-04-03 15:00,19098.045,18844.332,0.000,0.000,215,534,23
2024-04-03 15:15,19098.045,18844.452,0.000,0.000,139,537,23
2024-04-03 15:30,19098.045,18844.546,0.000,0.000,99,813,22
2024-04-03 15:45,19098.045,18844.729,0.000,0.000,153,566,23
2024-04-03 16:00,19098.045,18844.824,0.000,0.000,167,583,23
2024-04-03 16:15,19098.045,18844.958,0.000,0.000,113,354,23
2024-04-03 16:30,19098.045,18845.070,0.000,0.000,119,328,23
2024-04-03 16:45,19098.045,18845.180,0.000,0.000,90,215,23
2024-04-03 17:00,19098.045,18845.257,0.000,0.000,1956,811,24
2024-04-03 17:15,19098.045,18845.745,0.000,0.000,3122,1480,24
2024-04-03 17:30,19098.045,18846.548,0.000,0.000,1811,1095,23
2024-04-03 17:45,19098.045,18847.053,0.000,0.000,112,424,23
2024-04-03 18:00,19098.045,18847.133,0.000,0.000,88,253,23
2024-04-03 18:15,19098.045,18847.229,0.000,0.000,130,455,23
2024-04-03 18:30,19098.045,18847.343,0.000,0.000,106,849,23
2024-04-03 18:45,19098.045,18847.512,0.000,0.000,120,1332,41
2024-04-03 19:00,19098.045,18847.686,0.000,0.000,111,464,41
2024-04-03 19:15,19098.045,18847.864,0.000,0.000,1809,1593,30
2024-04-03 19:30,19098.045,18848.305,0.000,0.000,2144,748,24
2024-04-03 19:45,19098.045,18848.837,0.000,0.000,220,622,23
2024-04-03 20:00,19098.045,18848.997,0.000,0.000,228,383,23
2024-04-03 20:15,19098.045,18849.165,0.000,0.000,309,748,22
2024-04-03 20:30,19098.045,18849.342,0.000,0.000,124,524,22
2024-04-03 20:45,19098.045,18849.510,0.000,0.000,130,302,39
2024-04-03 21:00,19098.045,18849.605,0.000,0.000,108,945,35
2024-04-03 21:15,19098.045,18849.763,0.000,0.000,89,532,44
2024-04-03 21:30,19098.045,18849.840,0.000,0.000,119,796,25
2024-04-03 21:45,19098.045,18849.987,0.000,0.000,119,133,23
2024-04-03 22:00,19098.045,18850.065,0.000,0.000,147,237,22
2024-04-03 22:15,19098.045,18850.165,0.000,0.000,147,278,23
2024-04-03 22:30,19098.045,18850.265,0.000,0.000,116,2559,22
2024-04-03 22:45,19098.045,18850.674,0.000,0.000,122,484,23
2024-04-03 23:00,19098.048,18850.779,0.000,0.000,152,495,22
2024-04-03 23:15,19098.146,18850.779,0.000,0.000,118,1288,22
2024-04-03 23:30,19098.300,18850.779,0.000,0.000,80,2286,22
2024-04-03 23:45,19098.855,18850.779,0.000,0.000,93,152,23
2024-04-04 00:00,19098.920,18850.779,0.000,0.000,118,443,23
2024-04-04 00:15,19098.998,18850.779,0.000,0.000,147,196,23
2024-04-04 00:30,19099.083,18850.779,0.000,0.000,97,164,23
2024-04-04 00:45,19099.144,18850.779,0.000,0.000,88,108,22
2024-04-04 01:00,19099.193,18850.779,0.000,0.000,110,170,23
2024-04-04 01:15,19099.249,18850.779,0.000,0.000,99,148,23
2024-04-04 01:30,19099.314,18850.779,0.000,0.000,124,181,23
2024-04-04 01:45,19099.374,18850.779,0.000,0.000,293,129,23
2024-04-04 02:00,19099.442,18850.779,0.000,0.000,260,130,23
2024-04-04 02:15,19099.543,18850.779,0.000,0.000,109,181,22
2024-04-04 02:30,19099.599,18850.779,0.000,0.000,134,385,22
2024-04-04 02:45,19099.659,18850.779,0.000,0.000,106,162,22
2024-04-04 03:00,19099.721,18850.779,0.000,0.000,157,198,22
2024-04-04 03:15,19099.789,18850.779,0.000,0.000,143,164,22
2024-04-04 03:30,19099.855,18850.779,0.000,0.000,94,79,22
2024-04-04 03:45,19099.894,18850.779,0.000,0.000,94,191,22
2024-04-04 04:00,19099.955,18850.779,0.000,0.000,122,137,23
2024-04-04 04:15,19100.021,18850.779,0.000,0.000,75,87,22
2024-04-04 04:30,19100.065,18850.779,0.000,0.000,106,162,23
2024-04-04 04:45,19100.122,18850.779,0.000,0.000,120,164,23
2024-04-04 05:00,19100.190,18850.779,0.000,0.000,61,71,22
2024-04-04 05:15,19100.222,18850.779,0.000,0.000,100,180,23
2024-04-04 05:30,19100.283,18850.779,0.000,0.000,115,196,23
2024-04-04 05:45,19100.351,18850.779,0.000,0.000,107,101,25
2024-04-04 06:00,19100.406,18850.779,0.000,0.000,103,269,22
